Fid,lat,lon,street,region,traffic_date_time,junction_no,vechile_type,no_of_vehicles,Label
10.42.0.211-66.198.24.250-58789-80-6,40.85934988,-73.90447607,evelyn place,Bronx,2022-08-17T07:51:16.345Z,2,Goods vehicle,14,0
172.217.6.202-10.42.0.211-443-37661-6,40.82578851,-73.88042901,evergreen avenue,Bronx,2022-08-17T07:47:31.610Z,2,Pedal cycle,7,0
202.77.129.150-10.42.0.211-80-40556-6,40.79503568,-73.8842121,executive road,Bronx,2022-08-17T07:31:06.230Z,2,Car,13,0
172.217.12.174-10.42.0.211-443-55238-6,40.8171065,-73.93097262,exterior street,Bronx,2022-08-17T07:21:14.130Z,2,Goods vehicle ,13,1
10.42.0.211-23.217.155.120-55428-80-6,40.84237863,-73.92933905,exterior street,Bronx,2022-08-17T07:17:01.690Z,2,Car,13,1
10.42.0.211-10.42.0.1-41580-53-17,40.81205131,-73.93213998,exterior street,Bronx,2022-08-17T07:12:43.067Z,2,Bus,17,0
172.217.6.238-10.42.0.211-80-39621-6,40.81784788,-73.93086013,exterior street,Bronx,2022-08-17T07:11:26.014Z,2,Motorcycle ,22,0
172.217.2.106-10.42.0.211-443-59370-6,40.86214736,-73.91343294,exterior street,Bronx,2022-08-17T07:10:16.040Z,2,Car,25,0
10.42.0.211-106.11.92.14-33662-443-6,40.82470885,-73.93111233,exterior street,Bronx,2022-08-17T07:09:23.034Z,2,Car,25,1
10.42.0.211-10.42.0.1-14594-53-17,40.81782247,-73.93072263,exterior street,Bronx,2022-08-17T07:09:09.930Z,2,Car,23,1
140.205.134.25-10.42.0.211-443-37380-6,40.81557172,-73.93063197,exterior street,Bronx,2022-08-17T06:58:00.720Z,2,Car,18,1
10.42.0.211-115.239.210.141-43628-80-6,40.81202743,-73.93228686,exterior street,Bronx,2022-08-17T06:57:18.580Z,1,Taxi,24,1
180.149.153.68-10.42.0.211-80-55093-6,40.81171703,-73.93216171,exterior street,Bronx,2022-08-17T06:55:10.694Z,1,Car,19,1
192.229.173.173-10.42.0.211-80-50465-6,40.81919945,-73.93018525,exterior street,Bronx,2022-08-17T06:40:26.610Z,2,Car,20,0
172.217.9.228-10.42.0.211-443-38352-6,40.82484838,-73.93128207,exterior street,Bronx,2022-08-17T06:29:39.373Z,2,Car,15,1
172.217.10.227-10.42.0.151-443-34972-6,40.82032124,-73.9306847,exterior street,Bronx,2022-08-17T06:25:23.400Z,1,Bus,21,0
180.76.171.199-10.42.0.42-80-34883-6,40.82032166,-73.93061654,exterior street,Bronx,2022-08-17T06:24:37.270Z,1,Truck,18,0
182.22.120.246-10.42.0.211-443-50249-6,40.87646437,-73.90627302,exterior street,Bronx,2022-08-17T06:22:07.040Z,1,School Bus,17,0
198.11.132.221-10.42.0.211-443-49722-6,40.87369943,-73.9065881,exterior street,Bronx,2022-08-17T06:21:51.650Z,2,Goods vehicle,14,1
10.42.0.151-10.42.0.1-32525-53-17,40.8215938,-73.88934724,faile street,Bronx,2022-08-17T06:21:50.110Z,2,Pedal cycle,15,0
172.217.10.74-10.42.0.151-443-48736-6,40.80683923,-73.88447571,faile street,Bronx,2022-08-17T06:11:07.640Z,2,Car,13,1
10.42.0.211-10.42.0.1-17007-53-17,40.83506507,-73.82330655,fairfax avenue,Bronx,2022-08-17T06:10:48.560Z,2,Goods vehicle ,13,0
10.42.0.211-64.71.142.95-38518-443-6,40.88215801,-73.91490887,fairfield avenue,Bronx,2022-08-17T05:58:29.468Z,1,Car,11,1
180.149.138.197-10.42.0.151-80-48026-6,40.83568629,-73.82267972,fairmount avenue,Bronx,2022-08-17T05:53:40.246Z,2,Bus,6,0
10.42.0.211-104.193.88.109-42054-80-6,40.84212842,-73.88785908,fairmount place,Bronx,2022-08-17T05:45:33.040Z,2,Motorcycle ,8,1
10.42.0.211-10.42.0.1-51523-53-17,40.90478832,-73.9002896,faraday avenue,Bronx,2022-08-17T05:42:16.160Z,1,Car,6,1
172.217.12.138-10.42.0.151-443-45575-6,40.8027363,-73.8735244,farragut street,Bronx,2022-08-17T05:41:37.890Z,1,Car,7,0
10.42.0.211-47.89.69.237-35892-443-6,40.86426478,-73.90416792,father zeiser place,Bronx,2022-08-17T05:38:19.264Z,2,Car,8,1
10.42.0.151-104.254.66.16-50166-80-6,40.84607239,-73.91971906,featherbed lane,Bronx,2022-08-17T05:17:02.150Z,2,Car,9,0
10.42.0.211-77.234.41.79-36599-443-6,40.84633504,-73.91753425,featherbed lane,Bronx,2022-08-17T05:16:52.040Z,2,Goods vehicle,8,0
10.42.0.1-10.42.0.42-53-48105-17,40.84578782,-73.91481921,featherbed lane,Bronx,2022-08-17T05:14:20.649Z,2,Pedal cycle,11,1
216.58.219.226-10.42.0.151-443-60409-6,40.84631341,-73.92061609,featherbed lane,Bronx,2022-08-17T05:08:49.550Z,2,Car,10,1
10.42.0.151-123.125.29.138-33679-443-6,40.88037094,-73.85094773,fenton avenue,Bronx,2022-08-17T04:54:56.840Z,2,Goods vehicle ,13,0
10.42.0.211-121.14.255.100-41772-80-6,40.8716518,-73.84556766,fenton avenue,Bronx,2022-08-17T04:52:48.130Z,1,Car,12,1
10.42.0.42-52.84.29.55-46478-443-6,40.85963995,-73.84453851,fenton avenue,Bronx,2022-08-17T04:49:10.280Z,1,Bus,11,0
10.42.0.211-10.42.0.1-5420-53-17,40.86985598,-73.8445933,fenton avenue,Bronx,2022-08-17T04:46:30.673Z,1,Motorcycle ,17,1
10.42.0.151-10.42.0.1-2009-53-17,40.81071734,-73.80594992,fern place,Bronx,2022-08-17T04:44:50.890Z,2,Car,20,0
172.217.10.99-10.42.0.211-443-36148-6,40.83937284,-73.84156407,ferris place,Bronx,2022-08-17T04:37:20.240Z,2,Car,15,1
10.42.0.42-123.125.115.164-60861-443-6,40.85902447,-73.90019382,field place,Bronx,2022-08-17T04:32:35.120Z,1,Car,15,0
172.217.6.200-10.42.0.211-443-41694-6,40.80689802,-73.79410268,field place,Bronx,2022-08-17T04:24:45.167Z,2,Car,18,0
10.42.0.151-121.12.98.64-59149-80-6,40.885997,-73.90688601,fieldston road,Bronx,2022-08-17T04:22:48.000Z,2,Taxi,17,0
10.42.0.151-66.198.24.253-48778-443-6,40.88964333,-73.90562682,fieldston road,Bronx,2022-08-17T04:21:11.340Z,1,Car,18,0
10.42.0.211-115.239.210.141-38378-80-6,40.90675483,-73.90038489,fieldston road,Bronx,2022-08-17T04:19:37.134Z,1,Car,17,0
10.42.0.151-125.56.239.180-54960-80-6,40.90163876,-73.90188869,fieldston road,Bronx,2022-08-17T04:19:24.330Z,2,Car,18,1
10.42.0.42-62.138.0.117-60296-80-6,40.90163809,-73.90175925,fieldston road,Bronx,2022-08-17T04:17:16.326Z,2,Car,15,1
172.217.10.42-10.42.0.42-443-39350-6,40.89851049,-73.90101357,fieldston road,Bronx,2022-08-17T04:11:17.010Z,1,Car,15,0
10.42.0.42-119.146.74.48-55131-80-6,40.89854918,-73.90111666,fieldston road,Bronx,2022-08-17T03:48:19.778Z,2,Motorcycle ,11,0
169.45.238.51-10.42.0.211-5222-60380-6,40.90118657,-73.90194386,fieldston road,Bronx,2022-08-17T03:43:07.683Z,2,Lorry,10,0
10.42.0.151-10.42.0.1-9559-53-17,40.89569368,-73.89805849,fieldston terrace,Bronx,2022-08-17T03:37:05.850Z,3,Car,8,1
172.217.12.130-10.42.0.211-443-35118-6,40.82873849,-73.9147237,findlay avenue,Bronx,2022-08-17T03:35:55.430Z,3,Bus,9,1
10.42.0.211-66.198.24.224-56208-443-6,40.84153638,-73.84188118,fink avenue,Bronx,2022-08-17T03:23:32.780Z,3,Motorcycle ,9,1
208.185.50.35-10.42.0.151-443-50712-6,40.87195588,-73.84776329,fish avenue,Bronx,2022-08-17T03:17:40.520Z,3,Car,11,1
10.42.0.1-10.42.0.42-53-37422-17,40.85980207,-73.84736075,fish avenue,Bronx,2022-08-17T03:15:00.720Z,2,Bus,9,1
10.42.0.42-104.244.42.65-49531-443-6,40.8701982,-73.84702216,fish avenue,Bronx,2022-08-17T03:10:09.420Z,2,Car,13,0
10.42.0.211-66.198.178.88-41767-443-6,40.88917191,-73.81817077,flint avenue,Bronx,2022-08-17T03:08:56.810Z,2,Goods vehicle ,20,1
169.54.33.161-10.42.0.151-443-46557-6,40.8102883,-73.87470215,food center drive,Bronx,2022-08-17T03:08:29.940Z,2,Car,21,0
172.217.9.238-10.42.0.151-443-56667-6,40.81013827,-73.8747066,food center drive,Bronx,2022-08-17T02:45:10.710Z,1,Car,21,0
10.42.0.151-23.51.51.20-57703-443-6,40.80942393,-73.88022223,food center drive,Bronx,2022-08-17T02:44:32.817Z,2,Car,18,0
172.217.10.234-10.42.0.42-443-53340-6,40.85571725,-73.89632731,ford street,Bronx,2022-08-17T02:42:26.630Z,2,Motorcycle,15,1
10.42.0.211-40.69.219.199-50315-443-6,40.84686345,-73.78362332,fordham place,Bronx,2022-08-17T02:37:43.810Z,2,Goods vehicle,16,0
172.217.9.226-10.42.0.42-443-60400-6,40.8467251,-73.78899699,fordham street,Bronx,2022-08-17T02:33:32.580Z,2,Pedal cycle,17,1
172.217.10.46-10.42.0.151-443-44225-6,40.81816584,-73.90624256,forest avenue,Bronx,2022-08-17T02:31:00.350Z,2,Car,17,0
10.42.0.151-119.146.74.31-39338-443-6,40.82820588,-73.90205681,forest avenue,Bronx,2022-08-17T02:29:22.060Z,2,Goods vehicle ,18,1
183.79.250.251-10.42.0.211-443-54390-6,40.9089646,-73.89775538,forster place,Bronx,2022-08-17T02:27:50.920Z,2,Car,16,0
10.42.0.211-10.42.0.1-21114-53-17,40.84570081,-73.85767901,fowler avenue,Bronx,2022-08-17T02:27:07.150Z,2,Bus,21,1
172.217.11.46-10.42.0.211-443-45817-6,40.81308347,-73.90401455,fox street,Bronx,2022-08-17T02:26:33.210Z,2,Motorcycle ,20,1
172.217.10.33-10.42.0.211-443-41427-6,40.82803113,-73.90607078,franklin avenue,Bronx,2022-08-17T02:25:53.760Z,2,Car,18,0
216.58.217.132-10.42.0.42-443-50402-6,40.83014429,-73.89087442,freeman street,Bronx,2022-08-17T02:24:46.510Z,2,Car,21,1
10.42.0.151-10.42.0.1-13577-53-17,40.83037712,-73.89717363,freeman street,Bronx,2022-08-17T02:14:53.970Z,2,Car,19,0
172.217.12.206-10.42.0.151-443-40428-17,40.83898721,-73.84743858,frisby avenue,Bronx,2022-08-17T02:11:40.089Z,2,Car,13,0
172.217.7.164-10.42.0.211-443-51493-6,40.87852402,-73.89874102,ft independence street,Bronx,2022-08-17T02:06:38.780Z,2,Taxi,11,1
10.42.0.151-10.42.0.1-39739-53-17,40.82918997,-73.87153417,fteley avenue,Bronx,2022-08-17T02:02:52.807Z,1,Car,11,1
10.42.0.211-118.242.24.59-37932-18013-6,40.82406736,-73.87033642,fteley avenue,Bronx,2022-08-17T02:00:18.602Z,2,Car,8,0
10.42.0.151-106.11.94.1-44178-443-6,40.82846632,-73.9059645,fulton avenue,Bronx,2022-08-17T01:59:00.893Z,2,Car,7,1
10.42.0.42-72.21.207.79-52440-443-6,40.83063325,-73.90450764,fulton avenue,Bronx,2022-08-17T01:56:43.540Z,2,Car,10,0
10.42.0.42-52.71.92.11-40584-443-6,40.89697093,-73.8543484,furman avenue,Bronx,2022-08-17T01:53:52.390Z,2,Car,9,1
172.217.7.2-10.42.0.211-443-42539-6,40.80773701,-73.85647532,g street,Bronx,2022-08-17T01:50:00.933Z,1,Car,9,0
10.42.0.151-10.42.0.1-30293-53-17,40.86317412,-73.85076074,gabriel drive,Bronx,2022-08-17T01:49:00.018Z,2,Car,12,1
172.217.6.196-10.42.0.42-443-49331-6,40.88491652,-73.89299331,gale place,Bronx,2022-08-17T01:21:06.736Z,2,Car,25,0
203.130.53.126-10.42.0.211-80-51943-6,40.90164021,-73.8512907,garden place,Bronx,2022-08-17T01:18:59.390Z,2,Car,22,0
182.22.24.124-10.42.0.211-443-53919-6,40.85084395,-73.88576913,garden street,Bronx,2022-08-17T01:17:47.500Z,2,Car,21,0
216.58.219.238-10.42.0.151-443-60241-6,40.84143424,-73.86685628,garfield street,Bronx,2022-08-17T01:12:32.960Z,2,Car,18,0
10.42.0.211-47.88.68.22-42294-443-6,40.81296454,-73.89581999,garrison avenue,Bronx,2022-08-17T01:11:01.810Z,2,Goods vehicle,20,0
10.42.0.151-10.42.0.1-35794-53-17,40.8106044,-73.80519361,geranium place,Bronx,2022-08-17T00:59:44.274Z,1,Pedal cycle,20,1
172.217.12.170-10.42.0.151-443-58962-6,40.81410023,-73.93084222,gerard avenue,Bronx,2022-08-17T00:57:13.530Z,1,Car,17,1
10.42.0.151-38.72.130.155-56912-443-6,40.81472947,-73.80208807,giegerich place,Bronx,2022-08-17T00:53:01.240Z,2,Goods vehicle ,20,0
10.42.0.42-123.125.115.164-52194-443-6,40.83148125,-73.8317945,gifford avenue,Bronx,2022-08-17T00:52:24.620Z,2,Car,17,0
172.217.10.35-10.42.0.42-443-49916-6,40.80901884,-73.85770394,gildersleeve avenue,Bronx,2022-08-17T00:47:37.054Z,2,Bus,28,0
183.79.250.251-10.42.0.211-443-54355-6,40.87909522,-73.89846945,giles place,Bronx,2022-08-17T00:44:47.230Z,2,Motorcycle ,24,1
158.85.58.124-10.42.0.42-443-36666-6,40.83850169,-73.83001452,gillespie avenue,Bronx,2022-08-17T00:43:58.390Z,3,Car,22,1
10.42.0.211-123.125.46.112-52988-80-6,40.87500316,-73.84423565,givan avenue,Bronx,2022-08-17T00:43:54.260Z,3,Car,22,1
10.42.0.151-65.55.223.40-43477-40031-17,40.87662703,-73.8392493,givan avenue,Bronx,2022-08-17T00:39:13.700Z,3,Car,20,1
10.42.0.211-23.206.125.17-38378-80-6,40.87278819,-73.85126055,givan avenue,Bronx,2022-08-17T00:37:12.620Z,2,Car,19,1
10.42.0.211-14.204.144.142-37375-80-6,40.8769618,-73.83815815,givan avenue,Bronx,2022-08-17T00:33:40.150Z,2,Taxi,19,0
10.42.0.151-10.42.0.1-27341-53-17,40.88033523,-73.8277623,givan avenue,Bronx,2022-08-17T00:29:10.630Z,2,Car,12,1
10.42.0.211-64.71.142.124-33654-443-6,40.82918997,-73.87153417,gleason avenue,Bronx,2022-08-17T00:19:07.260Z,2,Car,17,0
10.42.0.211-10.42.0.1-63572-53-17,40.83193647,-73.85104203,gleason avenue,Bronx,2022-08-17T00:17:55.270Z,2,Car,13,0
182.22.24.124-10.42.0.211-443-41764-6,40.83510376,-73.85035662,glebe avenue,Bronx,2022-08-17T00:03:00.810Z,2,Bus,14,0
172.217.3.97-10.42.0.211-443-34856-6,40.83749619,-73.85078742,glebe avenue,Bronx,2022-08-16T23:35:38.290Z,1,Truck,14,1
192.229.173.173-10.42.0.151-80-44108-6,40.83944603,-73.84811412,glebe avenue,Bronx,2022-08-16T23:34:44.722Z,1,School Bus,18,0
10.42.0.151-10.42.0.1-20625-53-17,40.81520845,-73.802863,glennon place,Bronx,2022-08-16T23:33:52.650Z,1,Goods vehicle,19,1
172.217.10.110-10.42.0.151-443-52021-6,40.83644412,-73.84923336,glover street,Bronx,2022-08-16T23:33:45.860Z,2,Pedal cycle,28,0
10.42.0.211-104.192.110.245-41360-80-6,40.84383071,-73.91655725,goble place,Bronx,2022-08-16T23:32:02.060Z,2,Car,35,1
10.42.0.151-52.94.232.32-41797-443-6,40.87814177,-73.90670377,godwin terrace,Bronx,2022-08-16T23:29:36.500Z,1,Goods vehicle ,39,0
10.42.0.211-104.192.110.245-33371-443-6,40.87145352,-73.89732863,goulden avenue,Bronx,2022-08-16T23:19:05.710Z,2,Car,37,1
10.42.0.211-119.146.74.33-38582-443-6,40.88278922,-73.88804033,goulden avenue,Bronx,2022-08-16T23:17:08.670Z,2,Bus,28,1
172.217.12.129-10.42.0.211-443-42797-6,40.87518927,-73.83751912,grace avenue,Bronx,2022-08-16T23:16:35.230Z,2,Motorcycle ,36,0
157.240.2.35-10.42.0.151-443-37580-6,40.87712782,-73.83855338,grace avenue,Bronx,2022-08-16T23:13:34.300Z,2,Car,36,1
10.42.0.211-14.204.144.142-37375-80-6,40.88063116,-73.84046354,grace avenue,Bronx,2022-08-16T23:06:38.610Z,1,Car,33,0
172.217.12.202-10.42.0.151-443-44896-6,40.86988215,-73.83490383,grace avenue,Bronx,2022-08-16T22:56:00.140Z,1,Car,31,0
182.22.24.124-10.42.0.211-443-41863-6,40.8884657,-73.84387955,grace avenue,Bronx,2022-08-16T22:49:02.260Z,1,Car,34,1
172.217.12.194-10.42.0.151-443-57097-6,40.85997037,-73.82956399,grace avenue,Bronx,2022-08-16T22:38:39.290Z,2,Goods vehicle,41,1
10.42.0.42-23.208.87.120-57687-80-6,40.81441374,-73.82297216,graff avenue,Bronx,2022-08-16T22:33:39.426Z,2,Pedal cycle,38,0
10.42.0.211-10.42.0.1-1739-53-17,40.85208913,-73.91078422,grand avenue,Bronx,2022-08-16T22:21:33.190Z,1,Goods vehicle ,29,1
172.217.10.78-10.42.0.151-443-50656-6,40.82747443,-73.92259566,grand concourse,Bronx,2022-08-16T22:17:45.750Z,2,Car,29,0
180.149.136.194-10.42.0.211-80-50431-6,40.82838067,-73.92166012,grand concourse,Bronx,2022-08-16T22:15:39.570Z,2,Bus,28,1
172.217.3.99-10.42.0.151-443-59951-6,40.82083543,-73.92591916,grand concourse,Bronx,2022-08-16T22:11:48.160Z,1,Motorcycle ,21,0
1.31.173.114-10.42.0.151-80-37032-6,40.82736693,-73.92222103,grand concourse,Bronx,2022-08-16T22:06:09.329Z,1,Car,16,1
10.42.0.1-10.42.0.42-53-22870-17,40.81450429,-73.92919348,grand concourse,Bronx,2022-08-16T21:46:16.810Z,2,Car,16,0
10.42.0.42-23.206.125.17-44341-80-6,40.83092088,-73.92046362,grand concourse,Bronx,2022-08-16T21:43:33.720Z,2,Car,14,0
172.217.9.228-10.42.0.42-443-36078-6,40.81450195,-73.92891955,grand concourse,Bronx,2022-08-16T21:42:17.670Z,1,Car,13,0
172.217.12.206-10.42.0.151-443-33781-6,40.81656483,-73.92830286,grand concourse,Bronx,2022-08-16T21:40:06.990Z,1,Taxi,13,0
10.42.0.211-31.13.71.1-32957-443-6,40.82858344,-73.92166425,grand concourse,Bronx,2022-08-16T21:36:26.660Z,1,Car,13,0
202.77.129.150-10.42.0.211-80-54487-6,40.83468209,-73.91827621,grandview place,Bronx,2022-08-16T21:34:19.482Z,2,Car,20,1
203.205.158.56-10.42.0.151-80-42280-6,40.82755571,-73.91846914,grant avenue,Bronx,2022-08-16T21:33:03.656Z,2,Car,18,1
10.42.0.42-85.93.5.109-48591-80-6,40.88778864,-73.84633427,grenada place,Bronx,2022-08-16T21:28:28.317Z,3,Car,27,0
10.42.0.211-10.42.0.1-22138-53-17,40.88451751,-73.90733427,greystone avenue,Bronx,2022-08-16T21:24:20.450Z,3,Car,31,0
203.205.158.61-10.42.0.211-80-36227-6,40.81254042,-73.89480305,grinnell place,Bronx,2022-08-16T21:22:52.640Z,3,Motorcycle ,32,0
10.42.0.211-66.231.239.110-54512-443-6,40.84425792,-73.82409998,griswold avenue,Bronx,2022-08-16T21:17:56.380Z,1,Lorry,26,1
172.217.12.170-10.42.0.151-443-46857-6,40.90020885,-73.90545479,grosvenor avenue,Bronx,2022-08-16T21:17:18.577Z,1,Car,29,1
172.217.10.230-10.42.0.42-443-49107-6,40.85115841,-73.88693067,grote street,Bronx,2022-08-16T21:11:13.110Z,1,Bus,29,1
169.54.129.41-10.42.0.151-443-32814-6,40.85048053,-73.88341803,grote street,Bronx,2022-08-16T21:10:54.680Z,2,Motorcycle ,29,1
10.42.0.151-65.55.118.92-34350-80-6,40.84024234,-73.86328155,guerlain street,Bronx,2022-08-16T21:03:23.219Z,2,Car,26,1
172.217.9.238-10.42.0.211-443-49735-6,40.83925103,-73.86667511,guerlain street,Bronx,2022-08-16T20:50:01.062Z,2,Bus,28,0
10.42.0.42-66.198.24.243-33812-80-6,40.8763396,-73.84201621,gunther avenue,Bronx,2022-08-16T20:47:34.806Z,2,Car,40,1
10.42.0.151-10.42.0.1-8257-53-17,40.87414554,-73.84086145,gunther avenue,Bronx,2022-08-16T20:37:18.170Z,2,Goods vehicle ,36,0
172.217.11.42-10.42.0.211-443-41744-6,40.86662389,-73.83711256,gunther avenue,Bronx,2022-08-16T20:33:16.830Z,2,Car,33,0
10.42.0.211-104.192.110.245-59651-443-6,40.85895615,-73.83624491,gunther avenue,Bronx,2022-08-16T20:27:14.320Z,1,Car,34,0
10.42.0.151-10.42.0.1-10678-53-17,40.89090591,-73.84863535,gunther avenue,Bronx,2022-08-16T20:25:21.189Z,3,Car,30,1
10.42.0.151-74.217.63.31-45403-443-6,40.84639122,-73.85057864,haight avenue,Bronx,2022-08-16T20:19:07.540Z,3,Motorcycle,29,0
10.42.0.211-104.192.108.27-42226-80-6,40.85829708,-73.91020961,hall of fame terrace,Bronx,2022-08-16T20:17:10.740Z,3,Goods vehicle,25,1
10.42.0.211-66.231.239.122-39623-80-6,40.80431254,-73.87841115,halleck street,Bronx,2022-08-16T20:16:28.140Z,2,Pedal cycle,23,0
10.42.0.211-111.202.114.77-55852-443-6,40.80572543,-73.879379,halleck street,Bronx,2022-08-16T20:15:30.060Z,2,Car,19,1
151.101.21.140-10.42.0.211-443-57967-6,40.84355009,-73.84327796,halperin avenue,Bronx,2022-08-16T20:15:14.170Z,2,Goods vehicle ,16,0
174.35.73.148-10.42.0.211-80-49428-6,40.83576318,-73.84526296,halsey street,Bronx,2022-08-16T20:15:03.140Z,2,Car,16,1
10.42.0.211-64.71.142.110-55502-80-6,40.87126355,-73.84354541,hammersley avenue,Bronx,2022-08-16T20:12:56.519Z,2,Pedal cycle,15,1
10.42.0.211-66.231.239.96-40447-443-6,40.87349801,-73.8366315,hammersley avenue,Bronx,2022-08-16T20:11:37.310Z,2,Car,15,0
10.42.0.211-10.42.0.1-51898-53-17,40.87188431,-73.84162511,hammersley avenue,Bronx,2022-08-16T20:04:06.257Z,2,Goods vehicle ,19,1
172.217.3.99-10.42.0.151-443-57848-6,40.86153748,-73.91083724,hampden place,Bronx,2022-08-16T19:50:07.650Z,2,Car,31,0
199.16.156.43-10.42.0.151-443-57454-6,40.80460258,-73.79228579,hanus street,Bronx,2022-08-16T19:44:38.600Z,3,Bus,37,0
173.194.208.155-10.42.0.211-443-50466-6,40.81324254,-73.82639216,harding avenue,Bronx,2022-08-16T19:29:16.710Z,3,Motorcycle ,40,1
10.42.0.1-10.42.0.42-53-57059-17,40.82219135,-73.8072268,harding avenue,Bronx,2022-08-16T19:27:57.198Z,3,Car,34,1
174.35.73.111-10.42.0.211-80-51235-6,40.85223683,-73.92088259,harlem river park bridge,Bronx,2022-08-16T19:04:16.190Z,2,Car,31,0
10.42.0.151-10.42.0.1-51083-53-17,40.88465333,-73.83433557,harper avenue,Bronx,2022-08-16T19:01:16.740Z,2,Car,29,1
10.42.0.211-10.42.0.1-4417-53-17,40.88540839,-73.8347208,harper court,Bronx,2022-08-16T18:43:29.980Z,2,Car,34,0
205.185.216.42-10.42.0.211-80-57628-6,40.83958132,-73.83376761,harrington avenue,Bronx,2022-08-16T18:40:21.440Z,2,Taxi,30,1
1.31.173.43-10.42.0.42-80-37242-6,40.84997576,-73.91415695,harrison avenue,Bronx,2022-08-16T18:31:05.130Z,2,Car,33,0
10.42.0.211-52.84.1.220-58738-80-6,40.83002341,-73.87378525,harrod avenue,Bronx,2022-08-16T18:29:51.810Z,2,Car,33,1
10.42.0.211-10.42.0.1-64010-53-17,40.82928411,-73.87363539,harrod place,Bronx,2022-08-16T18:22:12.040Z,2,Car,35,0
182.22.31.252-10.42.0.211-443-48484-6,40.81168098,-73.84644216,hart street,Bronx,2022-08-16T18:22:02.782Z,2,Car,31,0
10.42.0.211-10.42.0.1-6773-53-17,40.81589731,-73.80320071,hatting place,Bronx,2022-08-16T18:17:53.945Z,1,Car,32,0
10.42.0.151-108.174.10.10-38509-443-6,40.81806491,-73.84465639,havemeyer avenue,Bronx,2022-08-16T18:14:10.947Z,2,Car,32,0
10.42.0.211-10.42.0.1-4341-53-17,40.82837555,-73.84708102,havemeyer avenue,Bronx,2022-08-16T18:12:17.119Z,2,Car,28,0
172.217.12.142-10.42.0.42-443-56084-6,40.83019738,-73.84747145,havemeyer avenue,Bronx,2022-08-16T18:11:58.188Z,2,Car,25,1
182.22.67.91-10.42.0.151-443-37257-6,40.82967305,-73.85682328,haviland avenue,Bronx,2022-08-16T18:10:59.170Z,2,Car,22,1
10.42.0.211-54.230.36.186-53014-443-6,40.8309095,-73.84764364,haviland avenue,Bronx,2022-08-16T18:07:26.770Z,3,Car,21,0
10.42.0.211-23.203.49.224-36322-443-6,40.84561608,-73.79001388,hawkins street,Bronx,2022-08-16T17:51:19.960Z,3,Car,16,0
172.217.10.42-10.42.0.42-443-40156-6,40.78818634,-73.88441937,hazen street,Bronx,2022-08-16T17:49:17.690Z,3,Goods vehicle,15,0
174.35.73.78-10.42.0.211-80-57853-6,40.86886004,-73.90722354,heath avenue,Bronx,2022-08-16T17:28:21.876Z,2,Pedal cycle,15,1
151.101.117.140-10.42.0.211-443-45558-6,40.87139236,-73.9054883,heath avenue,Bronx,2022-08-16T17:27:21.449Z,2,Car,18,1
10.42.0.211-104.94.222.37-36007-80-6,40.87088986,-73.90502626,heath avenue,Bronx,2022-08-16T17:25:07.668Z,2,Goods vehicle ,18,1
180.163.255.159-10.42.0.211-80-34980-6,40.87819309,-73.92163429,henry hudson bridge,Bronx,2022-08-16T16:57:13.818Z,2,Car,20,1
217.69.133.211-10.42.0.211-443-41679-6,40.87814483,-73.92157854,henry hudson bridge,Bronx,2022-08-16T16:56:09.470Z,2,Bus,20,1
10.42.0.151-123.59.190.237-58889-80-6,40.88022006,-73.91850373,henry hudson parkway,Bronx,2022-08-16T16:53:04.170Z,2,Motorcycle ,26,0
10.42.0.211-121.12.98.64-51605-80-6,40.88023923,-73.91862842,henry hudson parkway,Bronx,2022-08-16T16:50:47.890Z,1,Car,29,1
208.75.88.4-10.42.0.211-123-41183-17,40.90822081,-73.88604227,henry hudson parkway,Bronx,2022-08-16T16:41:56.726Z,2,Car,30,0
10.42.0.151-23.208.87.120-40693-80-6,40.90328711,-73.88806599,henry hudson parkway,Bronx,2022-08-16T16:38:46.110Z,2,Car,23,0
198.105.244.11-10.42.0.211-80-35239-6,40.90391634,-73.88770262,henry hudson parkway,Bronx,2022-08-16T16:34:39.772Z,1,Car,27,0
10.42.0.211-104.244.43.3-44697-443-6,40.88014268,-73.87307476,hull avenue,Bronx,2022-08-16T16:27:40.290Z,3,Taxi,31,1
172.217.9.234-10.42.0.151-443-38733-6,40.82031763,-73.83733893,jay place,Bronx,2022-08-16T16:25:59.450Z,3,Car,30,0
10.42.0.211-122.225.81.56-40498-80-6,40.84244203,-73.92091481,jesup place,Bronx,2022-08-16T16:21:00.420Z,3,Car,27,1
172.217.7.163-10.42.0.151-443-56901-6,40.84589754,-73.91508322,inwood avenue,Bronx,2022-08-16T16:20:22.020Z,2,Car,27,0
10.42.0.151-123.59.190.251-37065-80-6,40.84740915,-73.90942548,henwood place,Bronx,2022-08-16T16:18:24.400Z,2,Bus,32,1
10.42.0.211-10.42.0.1-9360-53-17,40.86282324,-73.90755121,loring place north,Bronx,2022-08-16T16:16:06.630Z,2,Truck,29,0
